       a,       b,      w0,      w1,       x,       y,       z
      10,       2,    -259,     448,      25,       0,       6
      19,       8,      85,     563,      17,       5,      11
       4,      33,    2445,     462,      22,      21,       4
      -7,      23,    1749,     152,      24,       0,      22
       0,      -2,    -715,     262,      32,      -1,      10
       9,      21,    1053,     418,      18,      10,       6
      10,      13,     -95,     504,       7,      36,       4
      17,       5,    -139,     460,      16,       6,       4
      18,      13,     789,     898,      24,      21,      14
      -2,      20,    -459,     166,       0,      19,      -3
       4,       3,    -495,     190,      -3,      18,       5
       9,      20,    1221,     455,      21,      14,       0
      10,      -8,    -971,     326,      16,      -5,      15
       6,       0,    -459,     168,      -6,      16,      10
       6,      18,    1773,     692,      31,      12,      25
       1,       8,    -203,     270,       8,      11,      13
      -1,      32,    1973,     217,      19,      17,      -6
      23,       4,    -235,     584,      14,       9,      11
      17,      14,    -179,     211,       5,       0,      12
       9,       4,    -459,     140,       0,      14,       0
      -1,      30,     741,     268,      10,      17,       6
      10,      29,     701,     440,      10,       8,      25
      15,      -2,    -619,     680,      20,      18,      10
      10,      21,    1641,     468,      25,      -2,      11
       7,       0,    -459,     374,      14,      16,       4
       5,      15,      21,     430,       8,      23,      14
      15,      -1,    -527,     663,      17,      17,      17
      16,      10,    -339,     336,       3,      19,      10
       1,      15,    -519,     131,      -1,       9,       6
      15,      21,    2229,     994,      32,      21,      14
      14,       1,    -371,     632,      22,       4,      19
     -12,      17,    -799,     302,      -5,      20,       9
      17,      18,    -675,     -95,      -3,       7,     -12
      -1,      19,    -383,     413,       1,      28,      16
      11,      10,     981,     828,      36,       8,      17
       9,      23,     645,     352,      12,       2,      19
       7,      13,    -459,     252,       0,       2,      29
      14,      14,    1053,     694,      27,      21,      -7
      11,       0,    -459,     403,      13,      15,       4
       5,       1,    -399,     315,      15,      -1,      20
      22,      13,     -43,     120,       8,      -4,      -8
      20,      -1,    -507,     564,      12,      14,      14
       6,      -7,   -1271,     670,      29,      21,      14
      18,      26,   -1395,    -142,      -9,      -3,      13
      -7,      29,    1861,     182,      20,      21,      -1
      20,       9,     441,     998,      25,      14,      26
      20,       2,    -451,     114,       1,      12,      -4
      10,       0,    -459,     140,       2,       2,      11
      -7,      -4,    -683,      16,      14,       7,      -5
      -8,       6,    -243,     320,       9,      21,      16
      25,       6,    -411,     450,       2,      10,      36
       7,      10,    -339,     489,       3,      33,      15
       2,      27,    1917,     304,      22,       0,      16
      21,      18,    -603,     166,      -2,      22,       0
       2,      32,   -1739,      20,     -10,      10,       0
       9,      -7,    -459,     272,       0,      24,       4
       9,       0,    -459,     113,       5,      -9,      16
      10,      -3,    -435,     590,      -2,      35,      34
       9,      14,    -403,      63,       1,       4,       1
      -4,       9,     441,     310,      25,      10,      20
       0,      -7,      17,     224,     -17,      15,      22
       6,      24,    -939,     124,      -5,      20,      -2
      16,       4,    -251,     630,      13,      20,      18
       6,      16,     373,      98,      13,      -9,       4
       4,       9,    -171,     200,       8,       4,      10
      13,       3,    -399,     235,       5,      -2,      20
      28,      23,     277,     396,       8,      14,      -2
       7,      27,     -27,     270,       4,      21,       1
      11,      15,    1101,     830,      26,      14,      31
       5,       8,      21,     257,      15,       6,       4
      28,      10,    -899,     -56,     -11,      27,       6
       3,      13,      61,     296,      10,      11,      12
       7,      19,     301,     174,      10,       6,      -2
      -4,      27,     513,     -42,       9,      -6,       0
      11,       1,    -443,     408,       4,      22,      15
      11,       4,    -427,     316,       2,       9,      24
      26,       4,    -715,    -296,     -16,       0,      27
       8,      11,     -63,     418,       9,      10,      24
       4,      11,    -371,      90,       2,       3,       5
       1,       9,    -747,     110,      -8,      19,      -3
       6,      10,     301,     574,      19,      29,       7
      12,       8,    -235,      54,       7,       0,      -9
      -7,      11,     -19,     414,      10,      36,       8
      30,       0,    -459,    1166,      25,       9,      22
      -1,       9,    -567,     277,      -3,      18,      14
       6,       0,    -459,      96,      -7,      10,      10
      16,      13,    -563,     148,      -2,      12,       9
       0,       4,    -235,     368,      14,      22,       8
      21,      -3,    -747,     810,      24,       1,      19
      18,      -1,    -531,     536,      18,       4,       8
       6,      -5,    -539,     482,       4,      29,      18
      -9,       8,     373,     202,      26,      16,      15
      -5,       8,    -107,     243,      11,       4,      24
